analysis_scope	phenotype_domain	database	term_id	term_name	FDR	p_value	odds_ratio	overlap_count	input_gene_count	background_gene_count	term_size_in_background	gene_ratio	background_ratio	overlap_genes	source_analysis
domain	asthma_lower_airway	GO_BP	GO:0001816	cytokine production	0.007116368315540779	6.912451010724409e-6	4.4223728344525846	17	80	1456	96	17/80	96/1456	APOA2;ARNT;ARRB2;F11R;FCER1G;FOXP1;GLTPD2;IL13;IL33;IL4R;IRF1;JAK2;LRRC32;TLR1;TLR6;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0001817	regulation of cytokine production	0.007116368315540779	6.912451010724409e-6	4.4223728344525846	17	80	1456	96	17/80	96/1456	APOA2;ARNT;ARRB2;F11R;FCER1G;FOXP1;GLTPD2;IL13;IL33;IL4R;IRF1;JAK2;LRRC32;TLR1;TLR6;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0009617	response to bacterium	0.008346297059988305	1.2160704798428807e-5	5.3561930553656945	13	80	1456	61	13/80	61/1456	FCER1G;FOXP1;IL13;IL33;IL7R;JAK2;SLC22A4;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002224	toll-like receptor signaling pathway	0.008346650533737445	1.6214959754710917e-5	18.394588803961007	6	80	1456	12	6/80	12/1456	ARRB2;IRF1;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002274	myeloid leukocyte activation	0.016006118441955413	3.97989598730775e-5	6.181823800251865	10	80	1456	41	10/80	41/1456	CAMK4;FCER1G;FOXP1;IL13;IL33;IL4R;JAK2;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0001774	microglial cell activation	0.016006118441955413	8.97899420515033e-5	18.164614956010883	5	80	1456	10	5/80	10/1456	IL13;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002269	leukocyte activation involved in inflammatory response	0.016006118441955413	8.97899420515033e-5	18.164614956010883	5	80	1456	10	5/80	10/1456	IL13;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0006954	inflammatory response	0.016006118441955413	1.0873437771417913e-4	3.5670327529585406	16	80	1456	106	16/80	106/1456	ARNT;CAMK4;EXT1;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL33;IL4R;JAK2;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0006955	immune response	0.016006118441955413	1.2858549233568404e-4	2.9210526316019534	22	80	1456	180	22/80	180/1456	APOA2;ARRB2;CAMK4;CD247;CIITA;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;PLD2;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0043207	response to external biotic stimulus	0.016006118441955413	1.4939462240885824e-4	3.210065061307795	18	80	1456	132	18/80	132/1456	ARRB2;CIITA;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A4;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0051707	response to other organism	0.016006118441955413	1.4939462240885824e-4	3.210065061307795	18	80	1456	132	18/80	132/1456	ARRB2;CIITA;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A4;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032755	positive regulation of interleukin-6 production	0.016006118441955413	1.5755020299405598e-4	15.13899398360475	5	80	1456	11	5/80	11/1456	FCER1G;IL33;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0061900	glial cell activation	0.016006118441955413	1.5755020299405598e-4	15.13899398360475	5	80	1456	11	5/80	11/1456	IL13;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002682	regulation of immune system process	0.016006118441955413	1.5831854029389067e-4	3.0112437360002553	20	80	1456	157	20/80	157/1456	APOA2;ARNT;ARRB2;CAMK4;CD247;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;PLD2;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032493	response to bacterial lipoprotein	0.016006118441955413	1.6003792291034014e-4	Inf	3	80	1456	3	3/80	3/1456	TLR1;TLR10;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0043306	positive regulation of mast cell degranulation	0.016006118441955413	1.6003792291034014e-4	Inf	3	80	1456	3	3/80	3/1456	FCER1G;IL13;IL4R	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0070339	response to bacterial lipopeptide	0.016006118441955413	1.6003792291034014e-4	Inf	3	80	1456	3	3/80	3/1456	TLR1;TLR10;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071220	cellular response to bacterial lipoprotein	0.016006118441955413	1.6003792291034014e-4	Inf	3	80	1456	3	3/80	3/1456	TLR1;TLR10;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071221	cellular response to bacterial lipopeptide	0.016006118441955413	1.6003792291034014e-4	Inf	3	80	1456	3	3/80	3/1456	TLR1;TLR10;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0009607	response to biotic stimulus	0.016006118441955413	1.6530080224158773e-4	3.1796761397283824	18	80	1456	133	18/80	133/1456	ARRB2;CIITA;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A4;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0001819	positive regulation of cytokine production	0.016006118441955413	1.6928859975685342e-4	4.231129980551767	12	80	1456	67	12/80	67/1456	APOA2;ARNT;FCER1G;FOXP1;IL13;IL33;IL4R;IRF1;JAK2;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002376	immune system process	0.016006118441955413	1.7102214945265617e-4	2.6559999215890784	26	80	1456	237	26/80	237/1456	APOA2;ARNT;ARRB2;CAMK4;CD247;CIITA;EXT1;F11R;FCER1G;FOXP1;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;PLD2;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0042116	macrophage activation	0.016508520967114804	1.8851591545161406e-4	7.6423252507931885	7	80	1456	24	7/80	24/1456	FOXP1;IL13;IL33;IL4R;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002684	positive regulation of immune system process	0.016508520967114804	1.9242569364291172e-4	3.3666841256729403	16	80	1456	111	16/80	111/1456	ARRB2;CD247;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;PLD2;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	0.01680207954579672	2.0969434950565455e-4	6.242391004009687	8	80	1456	32	8/80	32/1456	ARRB2;EXT1;GDF9;IL13;JAK2;LRRC32;NREP;TSKU	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0006952	defense response	0.01680207954579672	2.1274601194876548e-4	2.8633060931852214	21	80	1456	173	21/80	173/1456	ARNT;ARRB2;CAMK4;CIITA;EXT1;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0050778	positive regulation of immune response	0.01680207954579672	2.481278638246813e-4	3.7852911156413134	13	80	1456	80	13/80	80/1456	ARRB2;CD247;FCER1G;FOXP1;IL33;IL4R;IRF1;JAK2;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0007179	transforming growth factor beta receptor signaling pathway	0.01680207954579672	2.493227285527799e-4	9.181764025908764	6	80	1456	18	6/80	18/1456	ARRB2;GDF9;IL13;LRRC32;NREP;TSKU	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0042742	defense response to bacterium	0.01680207954579672	2.493227285527799e-4	9.181764025908764	6	80	1456	18	6/80	18/1456	FCER1G;FOXP1;IL33;IL7R;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002532	production of molecular mediator involved in inflammatory response	0.01680207954579672	2.5850394816501643e-4	12.97840707144327	5	80	1456	12	5/80	12/1456	FCER1G;IL33;IL4R;JAK2;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0044419	biological process involved in interspecies interaction between organisms	0.01680207954579672	2.6095795593884076e-4	2.956968073740421	19	80	1456	150	19/80	150/1456	ARRB2;CIITA;EXT1;F11R;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A4;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0043032	positive regulation of macrophage activation	0.01680207954579672	2.6112993951699613e-4	23.918850672983865	4	80	1456	7	4/80	7/1456	IL13;IL33;IL4R;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0048584	positive regulation of response to stimulus	0.020503744472828364	3.4454040706546863e-4	2.688402331840691	22	80	1456	192	22/80	192/1456	ANKRD6;ARNT;ARRB2;CD247;CLEC16A;F11R;FCER1G;FOXP1;HINT1;IL33;IL4R;IL7R;IRF1;JAK2;PLD2;RAD50;TLR1;TLR10;TLR6;TNIP3;TSLP;VPS72	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032635	interleukin-6 production	0.020503744472828364	3.485337817139353e-4	8.471736318756962	6	80	1456	19	6/80	19/1456	ARRB2;FCER1G;IL33;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032675	regulation of interleukin-6 production	0.020503744472828364	3.485337817139353e-4	8.471736318756962	6	80	1456	19	6/80	19/1456	ARRB2;FCER1G;IL33;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0001775	cell activation	0.021227202544789707	4.0094540104420673e-4	3.012901371384769	17	80	1456	130	17/80	130/1456	CAMK4;CD247;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002757	immune response-activating signaling pathway	0.021227202544789707	4.0185595392143604e-4	4.420343863426361	10	80	1456	53	10/80	53/1456	ARRB2;CD247;FCER1G;FOXP1;IRF1;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032611	interleukin-1 beta production	0.021227202544789707	4.02069402256823e-4	11.348987989339566	5	80	1456	13	5/80	13/1456	ARRB2;FOXP1;GLTPD2;JAK2;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032651	regulation of interleukin-1 beta production	0.021227202544789707	4.02069402256823e-4	11.348987989339566	5	80	1456	13	5/80	13/1456	ARRB2;FOXP1;GLTPD2;JAK2;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032640	tumor necrosis factor production	0.021227988696333137	4.2270400026695414e-4	6.4829866966454	7	80	1456	27	7/80	27/1456	ARRB2;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032680	regulation of tumor necrosis factor production	0.021227988696333137	4.2270400026695414e-4	6.4829866966454	7	80	1456	27	7/80	27/1456	ARRB2;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.025216154200816684	5.388590504302739e-4	6.1706494411365505	7	80	1456	28	7/80	28/1456	ARRB2;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	0.025216154200816684	5.388590504302739e-4	6.1706494411365505	7	80	1456	28	7/80	28/1456	ARRB2;EXT1;GDF9;IL13;LRRC32;NREP;TSKU	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.025216154200816684	5.388590504302739e-4	6.1706494411365505	7	80	1456	28	7/80	28/1456	ARRB2;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0010628	positive regulation of gene expression	0.026368439188219926	5.93650819627984e-4	2.9921114179749737	16	80	1456	122	16/80	122/1456	APOA2;ARNT;ARRB2;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;TLR1;TLR6;TSLP;VPS72	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0150076	neuroinflammatory response	0.026368439188219926	5.986635375897465e-4	10.08461616931682	5	80	1456	14	5/80	14/1456	IL13;IL33;JAK2;TLR1;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0060333	type II interferon-mediated signaling pathway	0.026368439188219926	6.147086357622906e-4	53.03667504715565	3	80	1456	4	3/80	4/1456	CIITA;IRF1;JAK2	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.026368439188219926	6.147086357622906e-4	53.03667504715565	3	80	1456	4	3/80	4/1456	APOA2;FCER1G;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0019221	cytokine-mediated signaling pathway	0.029968830931294196	7.165698262483598e-4	3.7523332656456363	11	80	1456	67	11/80	67/1456	CIITA;EXT1;FCER1G;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071345	cellular response to cytokine stimulus	0.029968830931294196	7.370294101924488e-4	3.3146166092737825	13	80	1456	89	13/80	89/1456	CIITA;EXT1;FCER1G;FOXP1;GLDC;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002253	activation of immune response	0.029968830931294196	7.423071284584769e-4	4.032852716756342	10	80	1456	57	10/80	57/1456	ARRB2;CD247;FCER1G;FOXP1;IRF1;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0031347	regulation of defense response	0.031232498401619978	8.233407371369718e-4	3.269125391340011	13	80	1456	90	13/80	90/1456	ARNT;ARRB2;FCER1G;FOXP1;IL13;IL33;IRF1;JAK2;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071560	cellular response to transforming growth factor beta stimulus	0.031232498401619978	8.387930276779187e-4	6.8707498786514485	6	80	1456	22	6/80	22/1456	ARRB2;GDF9;IL13;LRRC32;NREP;TSKU	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0001818	negative regulation of cytokine production	0.031232498401619978	8.422073777298615e-4	4.337660567745939	9	80	1456	48	9/80	48/1456	APOA2;ARRB2;GLTPD2;IL13;IL33;JAK2;LRRC32;TLR6;TSKU	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0034097	response to cytokine	0.031232498401619978	8.646199168976875e-4	3.101008915261422	14	80	1456	102	14/80	102/1456	CIITA;EXT1;FCER1G;FOXP1;GLDC;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A5;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0050776	regulation of immune response	0.031232498401619978	8.646199168976875e-4	3.101008915261422	14	80	1456	102	14/80	102/1456	ARRB2;CD247;FCER1G;FOXP1;IL33;IL4R;IL7R;IRF1;JAK2;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:1901652	response to peptide	0.031232498401619978	8.646199168976875e-4	3.101008915261422	14	80	1456	102	14/80	102/1456	CIITA;EXT1;FCER1G;FOXP1;GLDC;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;SLC22A5;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002237	response to molecule of bacterial origin	0.03174189659770338	8.941379323296726e-4	4.81054652809618	8	80	1456	39	8/80	39/1456	FOXP1;IL13;JAK2;SLC22A4;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0007166	cell surface receptor signaling pathway	0.03292812133557386	9.435450018450012e-4	2.348451302365692	25	80	1456	248	25/80	248/1456	ANKRD6;ARNT;ARRB2;CD247;CIITA;EXT1;FCER1G;FOXP1;GDF9;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;MLLT11;NREP;PLD2;TLR1;TLR6;TNIP3;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002764	immune response-regulating signaling pathway	0.0338478337962128	9.86338041657488e-4	3.8628694900078657	10	80	1456	59	10/80	59/1456	ARRB2;CD247;FCER1G;FOXP1;IRF1;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0048583	regulation of response to stimulus	0.034923918190503084	0.0010552983497690445	2.2067547066327076	30	80	1456	324	30/80	324/1456	ANKRD6;ARNT;ARRB2;CD247;CDC42SE2;CERS2;CLEC16A;EXT1;F11R;FCER1G;FOXP1;HINT1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;KDM8;LRRC32;NREP;PLD2;RAD50;TLR1;TLR10;TLR6;TNIP3;TSKU;TSLP;VPS72	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0050865	regulation of cell activation	0.034923918190503084	0.0010590030988174527	3.3382949547135174	12	80	1456	81	12/80	81/1456	CAMK4;F11R;FCER1G;IL13;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0051240	positive regulation of multicellular organismal process	0.034923918190503084	0.0010791577504522813	2.6446141745307465	18	80	1456	154	18/80	154/1456	APOA2;ARNT;ARRB2;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;JAK2;NACA;NCMAP;SLC22A5;TLR1;TLR6;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0071559	response to transforming growth factor beta	0.034923918190503084	0.0010855418961593965	6.46336228592377	6	80	1456	23	6/80	23/1456	ARRB2;GDF9;IL13;LRRC32;NREP;TSKU	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0045321	leukocyte activation	0.03624014232971939	0.001157547758018578	2.879097655767525	15	80	1456	117	15/80	117/1456	CAMK4;CD247;FCER1G;FOXP1;IL13;IL21R;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;TLR1;TLR6;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0031099	regeneration	0.03624014232971939	0.0011968575417294406	8.244932753518782	5	80	1456	16	5/80	16/1456	CERS2;JAK2;NACA;NREP;SLC22A4	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032612	interleukin-1 production	0.03624014232971939	0.0011968575417294406	8.244932753518782	5	80	1456	16	5/80	16/1456	ARRB2;FOXP1;GLTPD2;JAK2;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0032652	regulation of interleukin-1 production	0.03624014232971939	0.0011968575417294406	8.244932753518782	5	80	1456	16	5/80	16/1456	ARRB2;FOXP1;GLTPD2;JAK2;TLR6	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0098542	defense response to other organism	0.037571052237491756	0.0012590590599256587	3.0983877323392672	13	80	1456	94	13/80	94/1456	ARRB2;CIITA;FCER1G;IL33;IL4R;IRF1;JAK2;SLC22A5;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	0.03765502004946866	0.0012801609536001973	5.169923011685404	7	80	1456	32	7/80	32/1456	CD247;FCER1G;FOXP1;PLD2;TLR1;TLR6;TNIP3	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0034341	response to type II interferon	0.039436086045303784	0.0013790180647216476	11.96153542877872	4	80	1456	10	4/80	10/1456	CIITA;IRF1;JAK2;SLC22A5	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0045576	mast cell activation	0.039436086045303784	0.0013790180647216476	11.96153542877872	4	80	1456	10	4/80	10/1456	FCER1G;IL13;IL4R;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0043302	positive regulation of leukocyte degranulation	0.041626419690442375	0.001475827410103105	26.558882361047544	3	80	1456	5	3/80	5/1456	FCER1G;IL13;IL4R	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	asthma_lower_airway	GO_BP	GO:0051239	regulation of multicellular organismal process	0.04805104683688169	0.0017269438882609254	2.228298593218142	25	80	1456	258	25/80	258/1456	APOA2;ARNT;ARRB2;CAMK4;CERS2;CTSK;F11R;FCER1G;FOXP1;GDF9;GLTPD2;IL13;IL33;IL4R;IL7R;IRF1;JAK2;LRRC32;NACA;NCMAP;SLC22A5;TLR1;TLR6;TSKU;TSLP	enrichment_domain_asthma_lower_airway_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0140895	cell surface toll-like receptor signaling pathway	0.0017205001956451917	2.456167565258121e-6	103.2285244768079	4	31	1456	6	4/31	6/1456	NAGLU;TLR1;TLR6;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	0.0017205001956451917	5.6458122512204165e-6	68.93744007865145	4	31	1456	7	4/31	7/1456	NAGLU;TLR1;TLR6;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0032493	response to bacterial lipoprotein	0.0017205001956451917	8.755726186489526e-6	Inf	3	31	1456	3	3/31	3/1456	TLR1;TLR10;TLR6	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0070339	response to bacterial lipopeptide	0.0017205001956451917	8.755726186489526e-6	Inf	3	31	1456	3	3/31	3/1456	TLR1;TLR10;TLR6	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0071220	cellular response to bacterial lipoprotein	0.0017205001956451917	8.755726186489526e-6	Inf	3	31	1456	3	3/31	3/1456	TLR1;TLR10;TLR6	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0071221	cellular response to bacterial lipopeptide	0.0017205001956451917	8.755726186489526e-6	Inf	3	31	1456	3	3/31	3/1456	TLR1;TLR10;TLR6	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0002221	pattern recognition receptor signaling pathway	0.002568431459049177	1.5249381012166446e-5	15.204796719631014	6	31	1456	28	6/31	28/1456	NAGLU;RNF7;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.0029069484523320047	1.9724841067562374e-5	41.456286852514964	4	31	1456	9	4/31	9/1456	NAGLU;TLR1;TLR6;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0002758	innate immune response-activating signaling pathway	0.0030555573686230947	2.3324865409336602e-5	13.91902139125725	6	31	1456	30	6/31	30/1456	NAGLU;RNF7;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0002218	activation of innate immune response	0.0033592742330672306	2.8492571951376e-5	13.356089115029718	6	31	1456	31	6/31	31/1456	NAGLU;RNF7;TLR1;TLR10;TLR6;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
domain	atopic_allergic	GO_BP	GO:0071219	cellular response to molecule of bacterial origin	0.006779271807387684	6.395750462093047e-5	15.816369572746238	5	31	1456	22	5/31	22/1456	TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_domain_atopic_allergic_vs_global_AB3782
